1.229999999999999982e+00,-2.764700878207333457e-01
1.426054762086517602e+00,-7.098542987488249967e-01
2.148000000000000131e+00,-1.215612638495907394e+00
2.148000000000000131e+00,-1.298686904338321568e+00
2.272103616171388563e+00,-1.614264671174138410e+00
2.473280680799173403e+00,-1.407214328531550374e+00
2.735624173442073204e+00,-1.457351119641056458e+00
2.702947163950585541e+00,-1.227983649171962899e+00
2.631547890470745887e+00,-1.095316080206044429e+00
2.759999999999999787e+00,-4.581663554509278202e-01
2.759999999999999787e+00,4.581663554509277647e-01
2.631547890470745443e+00,1.095316080206044207e+00
2.702947163950585541e+00,1.227983649171962677e+00
2.735624173442073204e+00,1.457351119641056458e+00
2.473280680799173847e+00,1.407214328531549929e+00
2.272103616171388563e+00,1.614264671174138410e+00
2.148000000000000131e+00,1.298686904338321568e+00
2.148000000000000131e+00,1.215612638495907394e+00
1.426054762086517602e+00,7.098542987488251077e-01
1.229999999999999982e+00,2.764700878207333457e-01
